整租·西田畈新村 1室0厅 东南/南,西田畈新村,整租,1室0厅1卫 35.00㎡ 精装修,面积：35.00㎡,1380,义乌市
整租·下朱宅A区 1室0厅 东南/南/北,下朱宅A区,整租,1室0厅1卫 35.00㎡ 精装修,面积：35.00㎡,1300,义乌市
整租·西站一区 1室0厅 东南/南,西站一区,整租,1室0厅1卫 30.00㎡ 精装修,面积：30.00㎡,1000,义乌市
整租·众安·宝龙广场 4室2厅 南/北,众安·宝龙广场,整租,4室2厅2卫 119.00㎡ 精装修,面积：119.00㎡,4166,义乌市
整租·苏溪之心 1室1厅 东南/南,苏溪之心,整租,1室1厅1卫 35.00㎡ 精装修,面积：35.00㎡,1650,义乌市
整租·丹溪二区 1室1厅 南,丹溪二区,整租,1室1厅1卫 45.00㎡ 精装修,面积：45.00㎡,1780,义乌市
整租·春晗四区 1室1厅 东南/南,春晗四区,整租,1室1厅1卫 45.00㎡ 精装修,面积：45.00㎡,1780,义乌市
整租·义乌壹号院向阳二区 3室2厅 南/北,义乌壹号院向阳二区,整租,3室2厅2卫 107.00㎡ 精装修,面积：107.00㎡,6120,义乌市
整租·龚大塘二区 1室1厅 东南/南,龚大塘二区,整租,1室1厅1卫 38.00㎡ 精装修,面积：38.00㎡,1680,义乌市
整租·兴中小区 2室1厅 西南,兴中小区,整租,2室1厅1卫 50.00㎡ 精装修,面积：50.00㎡,3000,义乌市
整租·云璟府 3室2厅 南,云璟府,整租,3室2厅2卫 98.00㎡ 精装修,面积：98.00㎡,4833,义乌市
整租·篁园新村住宅区 1室0厅 东南/南,篁园新村住宅区,整租,1室0厅1卫 30.00㎡ 精装修,面积：30.00㎡,1500,义乌市
整租·永胜小区 2室1厅 西南,永胜小区,整租,2室1厅1卫 60.00㎡ 精装修,面积：60.00㎡,3200,义乌市
整租·凌云一区 1室0厅 东南/南,凌云一区,整租,1室0厅1卫 30.00㎡ 精装修,面积：30.00㎡,1200,义乌市
整租·碧桂园·星荟 1室1厅 南,碧桂园·星荟,整租,1室1厅1卫 43.00㎡ 精装修,面积：43.00㎡,2250,义乌市
整租·碧桂园·星荟 1室1厅 西北,碧桂园·星荟,整租,1室1厅1卫 43.00㎡ 精装修,面积：43.00㎡,1916,义乌市
整租·通福一区 4室2厅 东/南/北,通福一区,整租,4室2厅2卫 155.00㎡ 精装修,面积：155.00㎡,6800,义乌市
整租·大路金小区 1室1厅 东南/南,大路金小区,整租,1室1厅1卫 35.00㎡ 精装修,面积：35.00㎡,1680,义乌市
整租·龚大塘二区 1室1厅 东南/南,龚大塘二区,整租,1室1厅1卫 40.00㎡ 精装修,面积：40.00㎡,1680,义乌市
整租·四季一区 1室0厅 南,四季一区,整租,1室0厅1卫 40.00㎡ 精装修,面积：40.00㎡,1880,义乌市
整租·北下朱小区 1室1厅 东南/南,北下朱小区,整租,1室1厅1卫 40.00㎡ 精装修,面积：40.00㎡,2580,义乌市
整租·楼下村五区 1室1厅 东南/南,楼下村五区,整租,1室1厅1卫 40.00㎡ 精装修,面积：40.00㎡,1880,义乌市
整租·莲塘二区 1室1厅 南,莲塘二区,整租,1室1厅1卫 50.00㎡ 精装修,面积：50.00㎡,1980,义乌市
整租·四季二区 1室1厅 东南/南,四季二区,整租,1室1厅1卫 40.00㎡ 精装修,面积：40.00㎡,1780,义乌市
整租·何麻车一区 1室0厅 东南/南,何麻车一区,整租,1室0厅1卫 30.00㎡ 精装修,面积：30.00㎡,1350,义乌市
整租·滨江金地·万家风华 3室2厅 南/西/北,滨江金地·万家风华,整租,3室2厅2卫 116.00㎡,面积：116.00㎡,7000,义乌市
整租·拥军五区 1室1厅 东南/南,拥军五区,整租,1室1厅1卫 40.00㎡ 精装修,面积：40.00㎡,1580,义乌市
整租·滨江金地·万家风华 3室2厅 南/北,滨江金地·万家风华,整租,3室2厅2卫 99.00㎡ 精装修,面积：99.00㎡,5000,义乌市
整租·滨江金地·万家风华 4室2厅 东/南/北,滨江金地·万家风华,整租,4室2厅2卫 116.00㎡,面积：116.00㎡,7500,义乌市
整租·下王一区 2室1厅 东南/南,下王一区,整租,2室1厅1卫 65.00㎡ 精装修,面积：65.00㎡,3180,义乌市
整租·南陈小区 1室0厅 南,南陈小区,整租,1室0厅1卫 30.00㎡ 精装修,面积：30.00㎡,1500,义乌市
整租·五爱新村B区 2室1厅 东南/南,五爱新村B区,整租,2室1厅1卫 80.00㎡ 精装修,面积：80.00㎡,3180,义乌市
整租·福田二区 1室1厅 东南/南,福田二区,整租,1室1厅1卫 40.00㎡ 精装修,面积：40.00㎡,2080,义乌市
整租·福田一区 1室1厅 东南/南,福田一区,整租,1室1厅1卫 45.00㎡ 精装修,面积：45.00㎡,2680,义乌市
整租·青口西区 1室1厅 南,青口西区,整租,1室1厅1卫 42.00㎡ 精装修,面积：42.00㎡,1880,义乌市
整租·翰文府 2室2厅 西南,翰文府,整租,2室2厅1卫 82.00㎡ 精装修,面积：82.00㎡,3750,义乌市
整租·篁园路 1室0厅 东南/南,篁园路,整租,1室0厅1卫 30.00㎡ 精装修,面积：30.00㎡,1350,义乌市
整租·拥军五区 1室0厅 东南/南,拥军五区,整租,1室0厅1卫 30.00㎡ 精装修,面积：30.00㎡,1300,义乌市
整租·东傅宅二区 1室1厅 东南/南,东傅宅二区,整租,1室1厅1卫 45.00㎡ 精装修,面积：45.00㎡,2080,义乌市
整租·兴中小区 1室0厅 西南,兴中小区,整租,1室0厅1卫 32.00㎡ 精装修,面积：32.00㎡,1500,义乌市
整租·何麻车二区 1室1厅 南,何麻车二区,整租,1室1厅1卫 40.00㎡ 精装修,面积：40.00㎡,1580,义乌市
整租·碧桂园·星荟 1室1厅 西南,碧桂园·星荟,整租,1室1厅1卫 43.00㎡ 精装修,面积：43.00㎡,2083,义乌市
整租·拥军五区 1室1厅 西南,拥军五区,整租,1室1厅1卫 42.00㎡ 精装修,面积：42.00㎡,2080,义乌市
整租·厚富小区南区 1室1厅 东南/南,厚富小区南区,整租,1室1厅1卫 40.00㎡ 精装修,面积：40.00㎡,1750,义乌市
整租·何麻车一区 1室0厅 东南/南,何麻车一区,整租,1室0厅1卫 30.00㎡ 精装修,面积：30.00㎡,1330,义乌市
整租·江南四区 1室1厅 东南/南,江南四区,整租,1室1厅1卫 40.00㎡ 精装修,面积：40.00㎡,1580,义乌市
整租·江南四区 1室1厅 东南/南,江南四区,整租,1室1厅1卫 35.00㎡ 精装修,面积：35.00㎡,1500,义乌市
整租·宗塘一区 1室1厅 东南/南,宗塘一区,整租,1室1厅1卫 45.00㎡ 精装修,面积：45.00㎡,1900,义乌市
整租·复兴一区 1室1厅 东南/南,复兴一区,整租,1室1厅1卫 40.00㎡ 精装修,面积：40.00㎡,2800,义乌市
整租·北站一区 1室0厅 东南/南,北站一区,整租,1室0厅1卫 30.00㎡ 精装修,面积：30.00㎡,1200,义乌市
整租·义驾山 1室0厅 东南/南,义驾山,整租,1室0厅1卫 30.00㎡ 精装修,面积：30.00㎡,1380,义乌市
整租·四季四区 1室1厅 东南/南,四季四区,整租,1室1厅1卫 40.00㎡ 精装修,面积：40.00㎡,1550,义乌市
整租·厚富小区南区 1室0厅 东南/南,厚富小区南区,整租,1室0厅1卫 35.00㎡ 精装修,面积：35.00㎡,1480,义乌市
整租·丹溪二区 1室1厅 东南/南,丹溪二区,整租,1室1厅1卫 50.00㎡ 精装修,面积：50.00㎡,3380,义乌市
整租·沈村一区 1室0厅 东南/南,沈村一区,整租,1室0厅1卫 32.00㎡ 精装修,面积：32.00㎡,1300,义乌市
整租·北下朱小区 1室1厅 东南/南,北下朱小区,整租,1室1厅1卫 50.00㎡ 精装修,面积：50.00㎡,2980,义乌市
整租·篁园路 1室0厅 东南/南/北,篁园路,整租,1室0厅1卫 35.00㎡ 精装修,面积：35.00㎡,1400,义乌市
整租·下王一区 1室0厅 东南/南,下王一区,整租,1室0厅1卫 35.00㎡ 精装修,面积：35.00㎡,1480,义乌市
整租·稠州西路 3室2厅 南/北,稠州西路,整租,3室2厅1卫 120.00㎡,面积：120.00㎡,2166,义乌市
整租·望辰府潮园 2室2厅 南/北,望辰府潮园,整租,2室2厅2卫 78.00㎡ 精装修,面积：78.00㎡,4416,义乌市
整租·望辰府潮园 2室2厅 南/北,望辰府潮园,整租,2室2厅2卫 78.00㎡ 精装修,面积：78.00㎡,4166,义乌市
整租·高山头小区 1室1厅 南,高山头小区,整租,1室1厅1卫 40.00㎡,面积：40.00㎡,1400,永康市
整租·龙腾时代购物广场 1室1厅 北,龙腾时代购物广场,整租,1室1厅1卫 57.00㎡,面积：57.00㎡,1300,永康市
整租·滨江·金色蓝庭 3室2厅 南,滨江·金色蓝庭,整租,3室2厅1卫 89.00㎡ 精装修,面积：89.00㎡,2000,婺城区
整租·紫金玉澜 3室2厅 南,紫金玉澜,整租,3室2厅1卫 89.00㎡ 精装修,面积：89.00㎡,2400,婺城区
整租·稠山一区 1室0厅 东南/南,稠山一区,整租,1室0厅1卫 35.00㎡ 精装修,面积：35.00㎡,1400,义乌市
整租·金桂院西区 3室2厅 南/北,金桂院西区,整租,3室2厅1卫 110.00㎡ 精装修,面积：110.00㎡,2500,婺城区
标题,地址(小区名),出租类型,房子类型,面积,价格,所在区县
整租·兴山花园 3室2厅 南,兴山花园,整租,3室2厅2卫 105.00㎡,面积：105.00㎡,4200,湖里
整租·海青花园 3室1厅 南,海青花园,整租,3室1厅2卫 95.00㎡ 精装修,面积：95.00㎡,2500,海沧
整租·中骏天荟 3室2厅 南/北,中骏天荟,整租,3室2厅2卫 108.28㎡ 精装修,面积：108.28㎡,8500,思明
整租·假日双星 1室1厅 南,假日双星,整租,1室1厅1卫 30.00㎡ 精装修,面积：30.00㎡,2000,思明
整租·云亭花园 1室1厅 北,云亭花园,整租,1室1厅1卫 50.00㎡ 精装修,面积：50.00㎡,2180,思明
整租·新景园 1室1厅 北,新景园,整租,1室1厅1卫 48.00㎡ 精装修,面积：48.00㎡,3300,湖里
整租·集美平阳里小区 3室2厅 南/北,集美平阳里小区,整租,3室2厅2卫 128.00㎡ 精装修,面积：128.00㎡,3000,集美
整租·中海世茂府 3室2厅 南/北,中海世茂府,整租,3室2厅2卫 92.00㎡ 精装修,面积：92.00㎡,2600,同安
整租·厦门国际社区 3室2厅 南,厦门国际社区,整租,3室2厅1卫 75.00㎡ 精装修,面积：75.00㎡,2200,翔安
整租·保利中交雲上 3室2厅 南,保利中交雲上,整租,3室2厅1卫 78.00㎡ 精装修,面积：78.00㎡,2700,翔安
整租·湖滨南路251-300号 1室1厅 南/北,湖滨南路251-300号,整租,1室1厅1卫 32.00㎡ 精装修,面积：32.00㎡,2600,思明
整租·国贸阳光 1室1厅 东南,国贸阳光,整租,1室1厅1卫 50.00㎡ 精装修,面积：50.00㎡,2480,湖里
整租·未来海岸浪琴湾 2室2厅 南/北,未来海岸浪琴湾,整租,2室2厅1卫 90.00㎡ 精装修,面积：90.00㎡,2500,海沧
整租·泰禾红门 3室2厅 南/北,泰禾红门,整租,3室2厅2卫 116.24㎡ 精装修,面积：116.24㎡,2900,翔安
整租·玖富广场 2室2厅 南,玖富广场,整租,2室2厅1卫 80.00㎡ 精装修,面积：80.00㎡,2600,海沧
整租·临港新城二期保障性安居工程A地块 3室2厅 南/北,临港新城二期保障性安居工程A地块,整租,3室2厅2卫 128.00㎡ 精装修,面积：128.00㎡,2600,海沧
整租·厦门国际社区 3室2厅 南,厦门国际社区,整租,3室2厅1卫 75.00㎡ 精装修,面积：75.00㎡,1600,翔安
整租·东方高尔夫国际公寓 2室2厅 东/西,东方高尔夫国际公寓,整租,2室2厅1卫 85.60㎡ 精装修,面积：85.60㎡,2800,海沧
整租·龙湖春江郦城一期 1室1厅 跃层 东,龙湖春江郦城一期,整租,1室1厅1卫 8.00㎡,面积：8.00㎡,550,集美
整租·鹭洲花园 2室2厅 南,鹭洲花园,整租,2室2厅1卫 85.00㎡,面积：85.00㎡,1300,同安
整租·潘宅南小区 1室1厅 南,潘宅南小区,整租,1室1厅1卫 30.00㎡ 精装修,面积：30.00㎡,1800,思明
整租·龙郡青年城 3室2厅 南,龙郡青年城,整租,3室2厅2卫 52.00㎡ 精装修,面积：52.00㎡,2200,翔安
整租·古龙公寓 2室1厅 南,古龙公寓,整租,2室1厅1卫 30.11㎡ 精装修,面积：30.11㎡,2600,湖里
整租·老虎城 1室1厅 南,老虎城,整租,1室1厅1卫 32.00㎡ 精装修,面积：32.00㎡,2600,思明
整租·百家村花园 3室1厅 南/北,百家村花园,整租,3室1厅2卫 141.43㎡,面积：141.43㎡,9800,思明
整租·涵光路 3室2厅 南,涵光路,整租,3室2厅1卫 74.52㎡ 精装修,面积：74.52㎡,3900,思明
整租·观远里思明 3室2厅 东/南/北,观远里思明,整租,3室2厅1卫 101.68㎡,面积：101.68㎡,4300,思明
整租·泉水湾一期 3室2厅 南/北,泉水湾一期,整租,3室2厅2卫 118.28㎡ 精装修,面积：118.28㎡,4000,集美
整租·建群花园 2室2厅 南,建群花园,整租,2室2厅1卫 84.00㎡ 精装修,面积：84.00㎡,3600,思明
整租·金鸡亭小区西区 2室2厅 南/北,金鸡亭小区西区,整租,2室2厅1卫 76.00㎡,面积：76.00㎡,3200,思明
整租·金尚小区 2室1厅 东南,金尚小区,整租,2室1厅1卫 70.00㎡ 精装修,面积：70.00㎡,3500,湖里
整租·富兴大厦 3室1厅 西南,富兴大厦,整租,3室1厅2卫 122.00㎡ 精装修,面积：122.00㎡,5300,思明
整租·官邸大厦 1室0厅 西北,官邸大厦,整租,1室0厅1卫 50.00㎡,面积：50.00㎡,2300,思明
整租·银湖花园 5室2厅 南/北,银湖花园,整租,5室2厅4卫 228.00㎡ 精装修,面积：228.00㎡,3700,同安
整租·海上五月花海语墅一期 4室2厅 南/北,海上五月花海语墅一期,整租,4室2厅3卫 230.00㎡ 精装修,面积：230.00㎡,6000,同安
合租·太源花园 3居室 南卧,太源花园,合租,3室1厅1卫 12.00㎡,面积：12.00㎡,900,集美
整租·阳光城翡丽湾二期 3室2厅 南,阳光城翡丽湾二期,整租,3室2厅1卫 86.00㎡ 精装修,面积：86.00㎡,2800,翔安
整租·雪梨星光 1室0厅 西,雪梨星光,整租,1室0厅1卫 45.00㎡,面积：45.00㎡,1800,湖里
整租·海山路 3室2厅 南,海山路,整租,3室2厅1卫 80.00㎡ 精装修,面积：80.00㎡,3500,湖里
整租·春江天玺 3室2厅 南/北,春江天玺,整租,3室2厅1卫 77.00㎡ 精装修,面积：77.00㎡,2400,海沧
整租·新景国际外滩 1室1厅 南,新景国际外滩,整租,1室1厅1卫 60.00㎡ 精装修,面积：60.00㎡,3000,湖里
整租·阳光城翡丽海岸 2室2厅 南,阳光城翡丽海岸,整租,2室2厅2卫 42.00㎡ 精装修,面积：42.00㎡,2300,同安
整租·美地雅登四里 5室2厅 跃层 南/北,美地雅登四里,整租,5室2厅3卫 167.49㎡ 精装修,面积：167.49㎡,4300,翔安
整租·公园道1号 4室2厅 跃层 东北,公园道1号,整租,4室2厅3卫 114.66㎡ 精装修,面积：114.66㎡,4000,同安
整租·厦门保利时光印象 3室2厅 南/北,厦门保利时光印象,整租,3室2厅1卫 79.00㎡ 精装修,面积：79.00㎡,2600,同安
整租·厦汽宿舍 3室2厅 东/南/北,厦汽宿舍,整租,3室2厅1卫 93.00㎡,面积：93.00㎡,4200,思明
整租·新景天湖广场2期 1室1厅 东南,新景天湖广场2期,整租,1室1厅1卫 30.00㎡ 精装修,面积：30.00㎡,1800,湖里
合租·海尔地产国际广场 2居室 东卧,海尔地产国际广场,合租,2室0厅1卫 30.00㎡,面积：30.00㎡,1300,海沧
整租·明发半岛祥湾B区 3室2厅 南/北,明发半岛祥湾B区,整租,3室2厅1卫 91.00㎡ 精装修,面积：91.00㎡,3000,翔安
整租·特房银溪墅府梅斯花园 3室2厅 南,特房银溪墅府梅斯花园,整租,3室2厅2卫 104.00㎡ 精装修,面积：104.00㎡,2600,翔安
合租·嘉隆商业小区 3居室 东/西卧,嘉隆商业小区,合租,3室0厅3卫 20.00㎡,面积：20.00㎡,1900,思明
整租·国贸学原一期 1室1厅 南,国贸学原一期,整租,1室1厅1卫 45.00㎡ 精装修,面积：45.00㎡,2200,翔安
整租·白鹤山路 2室2厅 南/北,白鹤山路,整租,2室2厅1卫 56.00㎡ 精装修,面积：56.00㎡,2800,思明
整租·建发玺樾 4室2厅 南/北,建发玺樾,整租,4室2厅2卫 131.00㎡ 精装修,面积：131.00㎡,9300,湖里
整租·国际邮轮城二期 0室0厅 北,国际邮轮城二期,整租,未知室0厅0卫 10.00㎡,面积：10.00㎡,500,湖里
整租·源泉山庄A区 3室2厅 东/南,源泉山庄A区,整租,3室2厅2卫 130.00㎡ 精装修,面积：130.00㎡,5500,思明
整租·海投自贸国际 3室2厅 南,海投自贸国际,整租,3室2厅1卫 83.00㎡ 精装修,面积：83.00㎡,2400,海沧
整租·禹洲尊海 7室3厅 东南,禹洲尊海,整租,7室3厅5卫 215.44㎡ 精装修,面积：215.44㎡,8000,海沧
整租·观音山营运中心 3室1厅 东南,观音山营运中心,整租,3室1厅0卫 220.00㎡ 精装修,面积：220.00㎡,12100,思明
整租·艾德花园二期 5室3厅 复式 南,艾德花园二期,整租,5室3厅4卫 519.65㎡,面积：519.65㎡,12000,湖里
整租·建发央著二期 3室2厅 跃层 东南,建发央著二期,整租,3室2厅2卫 128.00㎡,面积：128.00㎡,20000,集美
整租·新景海韵园 4室2厅 东南,新景海韵园,整租,4室2厅2卫 300.00㎡,面积：300.00㎡,15000,思明
整租·枫丹雅苑 3室2厅 西北,枫丹雅苑,整租,3室2厅2卫 96.38㎡,面积：96.38㎡,6500,思明
整租·国贸天峯 6室3厅 南/北,国贸天峯,整租,6室3厅3卫 400.00㎡,面积：400.00㎡,30000,集美
整租·国贸天峯 6室3厅 南/北,国贸天峯,整租,6室3厅3卫 400.00㎡,面积：400.00㎡,30000,集美
整租·海上五月花六期 4室2厅 东南/南,海上五月花六期,整租,4室2厅2卫 124.00㎡ 精装修,面积：124.00㎡,3600,集美
整租·爱琴海 9室3厅 东南,爱琴海,整租,9室3厅9卫 1000.00㎡ 精装修,面积：1000.00㎡,70000,思明
整租·云海山庄 5室2厅 东南,云海山庄,整租,5室2厅4卫 304.19㎡,面积：304.19㎡,25000,思明
整租·融信·铂悦湾 4室2厅 复式 东南,融信·铂悦湾,整租,4室2厅1卫 113.00㎡,面积：113.00㎡,1750,同安
整租·融信·铂悦湾 3室2厅 东,融信·铂悦湾,整租,3室2厅1卫 90.00㎡,面积：90.00㎡,3500,同安
整租·领秀城 4室2厅 复式 南/北,领秀城,整租,4室2厅2卫 183.00㎡ 精装修,面积：183.00㎡,12000,思明
整租·大厝山路 1室0厅 南,大厝山路,整租,1室0厅1卫 20.00㎡,面积：20.00㎡,1600,思明
整租·锦绣祥安 4室2厅 南/北,锦绣祥安,整租,4室2厅2卫 98.98㎡ 精装修,面积：98.98㎡,4000,翔安
整租·新港广场 5室2厅 南,新港广场,整租,5室2厅2卫 191.24㎡,面积：191.24㎡,28000,思明
整租·福津大街（凤屿路36-74号） 1室0厅 南,福津大街（凤屿路36-74号）,整租,1室0厅1卫 25.00㎡,面积：25.00㎡,900,思明
整租·新港广场 3室2厅 复式 南,新港广场,整租,3室2厅2卫 284.15㎡,面积：284.15㎡,10000,思明
整租·江华里 3室2厅 南/北,江华里,整租,3室2厅2卫 140.00㎡,面积：140.00㎡,5000,湖里
整租·新港广场 3室2厅 复式 南,新港广场,整租,3室2厅1卫 313.10㎡,面积：313.10㎡,10000,思明
整租·首开领翔上郡一期 5室3厅 南/北,首开领翔上郡一期,整租,5室3厅3卫 204.00㎡,面积：204.00㎡,5000,翔安
整租·中骏天宸 1室0厅 东南/北,中骏天宸,整租,1室0厅0卫 50.00㎡ 精装修,面积：50.00㎡,1300,湖里
整租·海投天源 1室0厅 南,海投天源,整租,1室0厅0卫 40.00㎡,面积：40.00㎡,450,海沧
整租·中骏天宸 1室0厅 南,中骏天宸,整租,1室0厅0卫 50.00㎡ 精装修,面积：50.00㎡,1000,湖里
